option,bid,bid_size,ask,ask_size,iv,open_interest,volume,delta,gamma,vega,theta,rho,theo,change,open,high,low,tick,last_trade_price,last_trade_time,percent_change,prev_day_close
SPY260924P00802000,40.57,4.0,43.85,53.0,0.1565,0.0,0.0,-0.9976,0.0006,0.0116,-0.0006,-0.0672,42.1601,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,38.2999992370606
SPY260924C00803000,0.04,1207.0,0.05,1626.0,0.1355,0.0,0.0,0.0078,0.0012,0.0325,-0.0153,0.0016,0.0412,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0449999999254942
SPY260924P00803000,41.61,4.0,44.85,53.0,0.1649,0.0,0.0,-0.9977,0.0006,0.0111,-0.0003,-0.0673,43.1595,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,39.2999992370606
SPY260924C00804000,0.03,1691.0,0.04,1081.0,0.1345,4.0,0.0,0.0075,0.0012,0.0314,-0.0151,0.0015,0.0403,0.0,0.0,0.0,0.0,up,0.04,2026-09-11T10:08:21,0.0,0.0449999999254942
SPY260924P00804000,42.61,4.0,45.85,53.0,0.168,0.0,0.0,-0.9978,0.0005,0.0107,-0.0001,-0.0674,44.159,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,40.2950000762939
SPY260924C00805000,0.03,1659.0,0.04,1218.0,0.1369,23.0,1.0,0.0072,0.0011,0.0304,-0.0148,0.0014,0.0393,0.005,0.05,0.05,0.05,up,0.05,2026-09-14T11:35:44,11.1111,0.0449999999254942
SPY260924P00805000,43.42,4.0,46.83,4.0,0.0,0.0,0.0,-0.9979,0.0005,0.0103,0.0,-0.0675,45.1585,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,41.2999992370606
SPY260924C00806000,0.03,1624.0,0.04,1344.0,0.1395,0.0,0.0,0.007,0.0011,0.0295,-0.0146,0.0014,0.0385,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0449999999254942
SPY260924P00806000,44.56,4.0,47.83,4.0,0.1643,0.0,0.0,-0.9979,0.0005,0.01,0.0,-0.0676,46.158,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,42.2999992370606
SPY260924C00807000,0.03,1589.0,0.04,1468.0,0.1421,24.0,0.0,0.0068,0.001,0.0286,-0.0144,0.0014,0.0377,0.0,0.0,0.0,0.0,no_change,0.04,2026-09-11T14:45:07,0.0,0.0449999999254942
SPY260924P00807000,45.55,4.0,48.83,4.0,0.1654,0.0,0.0,-0.998,0.0005,0.0096,0.0,-0.0676,47.1575,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,43.2900009155273
SPY260924C00808000,0.03,1554.0,0.04,1556.0,0.1447,0.0,0.0,0.0066,0.001,0.0278,-0.0142,0.0013,0.0371,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.034999999217689
SPY260924P00808000,46.5,4.0,49.81,4.0,0.1418,0.0,0.0,-0.9981,0.0004,0.0094,0.0,-0.0677,48.157,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,44.2900009155273
SPY260924C00809000,0.03,1500.0,0.04,1613.0,0.1473,0.0,0.0,0.0064,0.001,0.027,-0.014,0.0013,0.0364,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.034999999217689
SPY260924P00809000,47.6,4.0,50.81,4.0,0.1765,0.0,0.0,-0.9981,0.0004,0.0091,0.0,-0.0678,49.1566,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,45.2849998474121
SPY260924C00810000,0.03,1410.0,0.04,1668.0,0.1499,53.0,0.0,0.0062,0.0009,0.0263,-0.0139,0.0012,0.0358,0.0,0.0,0.0,0.0,no_change,0.04,2026-09-11T14:02:33,0.0,0.034999999217689
SPY260924P00810000,48.45,4.0,51.81,4.0,0.0,0.0,0.0,-0.9982,0.0004,0.0088,0.0,-0.0678,50.1561,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,46.2900009155273
SPY260924C00815000,0.02,1773.0,0.03,1344.0,0.1571,0.0,0.0,0.0054,0.0008,0.0232,-0.0132,0.0011,0.0332,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.034999999217689
SPY260924P00815000,53.59,4.0,56.8,4.0,0.1913,0.0,0.0,-0.9984,0.0003,0.0076,0.0,-0.0682,55.1539,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,51.2799987792969
SPY260924C00820000,0.02,1645.0,0.03,1706.0,0.1694,1.0,0.0,0.0048,0.0006,0.0206,-0.0125,0.001,0.0309,0.0,0.0,0.0,0.0,down,0.02,2026-09-11T09:38:42,0.0,0.0249999994412065
SPY260924P00820000,58.48,4.0,61.81,4.0,0.0,0.0,0.0,-0.9986,0.0003,0.0066,0.0,-0.0687,60.1517,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,56.2700004577637
SPY260924C00825000,0.01,2909.0,0.02,1065.0,0.1728,5.0,0.0,0.0043,0.0005,0.0185,-0.012,0.0008,0.029,0.0,0.0,0.0,0.0,down,0.02,2026-09-11T15:30:04,0.0,0.0249999994412065
SPY260924P00825000,63.58,4.0,66.79,4.0,0.216,0.0,0.0,-0.9988,0.0002,0.0056,0.0,-0.0691,65.1495,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,61.2649993896484
SPY260924C00830000,0.01,1958.0,0.02,1489.0,0.1843,0.0,0.0,0.0038,0.0004,0.0164,-0.0112,0.0007,0.0266,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0249999994412065
SPY260924P00830000,68.62,4.0,71.8,4.0,0.2404,0.0,0.0,-0.999,0.0002,0.0047,0.0,-0.0695,70.1473,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,66.2599983215332
SPY260924C00835000,0.01,1861.0,0.02,1790.0,0.1957,0.0,0.0,0.0034,0.0004,0.0148,-0.0106,0.0007,0.0248,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00835000,73.57,4.0,76.78,4.0,0.239,2.0,0.0,-0.9991,0.0002,0.0043,0.0,-0.07,75.1451,0.0,0.0,0.0,0.0,down,77.77,2026-09-10T09:36:23,0.0,71.2600021362305
SPY260924C00840000,0.01,1762.0,0.02,1985.0,0.207,0.0,0.0,0.003,0.0003,0.0133,-0.01,0.0006,0.023,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00840000,78.95,1.0,81.79,4.0,0.256,0.0,0.0,-0.9992,0.0001,0.004,0.0,-0.0697,80.143,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,76.2250022888184
SPY260924C00845000,0.0,0.0,0.01,378.0,0.1993,0.0,0.0,0.0027,0.0003,0.0121,-0.0095,0.0005,0.0216,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00845000,83.48,4.0,86.79,4.0,0.0,0.0,0.0,-0.9993,0.0001,0.0035,0.0,-0.0701,85.141,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,81.3349990844726
SPY260924C00850000,0.0,0.0,0.01,1374.0,0.2094,0.0,0.0,0.0024,0.0002,0.0108,-0.0089,0.0005,0.0198,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00850000,88.46,4.0,91.77,4.0,0.0,0.0,0.0,-0.9994,0.0001,0.003,0.0,-0.0705,90.139,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,86.3299980163574
SPY260924C00855000,0.0,0.0,0.01,1624.0,0.2195,0.0,0.0,0.0022,0.0002,0.0098,-0.0084,0.0004,0.0184,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00855000,93.45,4.0,96.77,4.0,0.0,0.0,0.0,-0.9994,0.0001,0.0026,0.0,-0.0709,95.1369,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,91.3250007629394
SPY260924C00860000,0.0,0.0,0.01,1832.0,0.2296,0.0,0.0,0.002,0.0002,0.0089,-0.0078,0.0004,0.017,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.0149999996647239
SPY260924P00860000,98.45,4.0,101.76,4.0,0.0,0.0,0.0,-0.9995,0.0001,0.0022,0.0,-0.0713,100.135,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,96.3400001525879
SPY260924C00865000,0.0,0.0,0.01,1944.0,0.2395,0.0,0.0,0.0018,0.0002,0.0081,-0.0074,0.0004,0.0157,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00865000,103.55,4.0,106.78,52.0,0.3148,0.0,0.0,-0.9996,0.0001,0.0018,0.0,-0.0718,105.133,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,101.314998626709
SPY260924C00870000,0.0,0.0,0.01,2052.0,0.2493,3.0,0.0,0.0016,0.0001,0.0074,-0.0069,0.0003,0.0146,0.0,0.0,0.0,0.0,up,0.01,2026-09-11T14:08:36,0.0,0.00499999988824129
SPY260924P00870000,108.55,4.0,111.77,4.0,0.3245,0.0,0.0,-0.9996,0.0,0.0017,0.0,-0.0722,110.131,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,106.204998016357
SPY260924C00875000,0.0,0.0,0.01,2155.0,0.259,192.0,0.0,0.0015,0.0001,0.0067,-0.0065,0.0003,0.0135,0.0,0.0,0.0,0.0,no_change,0.01,2026-09-11T14:11:21,0.0,0.00499999988824129
SPY260924P00875000,113.49,4.0,116.93,4.0,0.3657,0.0,0.0,-0.9997,0.0,0.0016,0.0,-0.0726,115.129,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,111.204998016357
SPY260924C00880000,0.0,0.0,0.01,2452.0,0.2687,0.0,0.0,0.0013,0.0001,0.0061,-0.006,0.0003,0.0125,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00880000,118.49,4.0,121.93,1.0,0.379,0.0,0.0,-0.9997,0.0,0.0015,0.0,-0.0727,120.127,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,116.299999237061
SPY260924C00885000,0.0,0.0,0.01,2547.0,0.2783,0.0,0.0,0.0012,0.0001,0.0056,-0.0057,0.0002,0.0115,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00885000,123.48,4.0,126.93,1.0,0.3902,0.0,0.0,-0.9997,0.0,0.0013,0.0,-0.073,125.1251,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,121.299999237061
SPY260924C00890000,0.0,0.0,0.01,2635.0,0.2878,0.0,0.0,0.0011,0.0001,0.0051,-0.0053,0.0002,0.0106,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00890000,128.48,4.0,131.92,4.0,0.4011,0.0,0.0,-0.9998,0.0,0.0011,0.0,-0.0735,130.1233,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,126.294998168945
SPY260924C00895000,0.0,0.0,0.01,2719.0,0.2972,0.0,0.0,0.001,0.0001,0.0047,-0.0049,0.0002,0.0098,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00895000,133.53,4.0,136.74,4.0,0.3629,0.0,0.0,-0.9998,0.0,0.0009,0.0,-0.0739,135.1214,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,131.285003662109
SPY260924C00900000,0.0,0.0,0.01,2802.0,0.3066,0.0,0.0,0.0009,0.0001,0.0042,-0.0046,0.0002,0.0091,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00900000,138.53,4.0,141.75,4.0,0.3837,0.0,0.0,-0.9998,0.0,0.0008,0.0,-0.0743,140.1196,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,136.294998168945
SPY260924C00905000,0.0,0.0,0.01,2880.0,0.3158,0.0,0.0,0.0008,0.0001,0.0039,-0.0043,0.0002,0.0084,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00905000,143.83,1.0,146.73,4.0,0.0,0.0,0.0,-0.9998,0.0,0.0006,0.0,-0.0747,145.1177,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,141.305000305176
SPY260924C00910000,0.0,0.0,0.01,2954.0,0.325,0.0,0.0,0.0007,0.0001,0.0036,-0.004,0.0001,0.0077,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00910000,148.52,4.0,151.74,4.0,0.3957,0.0,0.0,-0.9999,0.0,0.0006,0.0,-0.0751,150.1159,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,146.280006408691
SPY260924C00915000,0.0,0.0,0.01,3025.0,0.3342,0.0,0.0,0.0007,0.0,0.0033,-0.0037,0.0001,0.0071,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00915000,153.52,4.0,156.74,4.0,0.4092,0.0,0.0,-0.9999,0.0,0.0006,0.0,-0.0755,155.114,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,151.275001525879
SPY260924C00920000,0.0,0.0,0.01,3091.0,0.3433,0.0,0.0,0.0006,0.0,0.003,-0.0035,0.0001,0.0066,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00920000,158.41,4.0,161.72,4.0,0.0,0.0,0.0,-0.9999,0.0,0.0005,0.0,-0.0759,160.1122,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,156.264999389648
SPY260924C00925000,0.0,0.0,0.01,3103.0,0.3523,0.0,0.0,0.0006,0.0,0.0027,-0.0032,0.0001,0.0061,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00925000,163.51,4.0,166.73,4.0,0.4171,0.0,0.0,-0.9999,0.0,0.0005,0.0,-0.0762,165.1104,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,161.275001525879
SPY260924C00930000,0.0,0.0,0.01,3103.0,0.3612,0.0,0.0,0.0005,0.0,0.0025,-0.003,0.0001,0.0056,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00930000,168.4,4.0,171.73,4.0,0.0,0.0,0.0,-0.9999,0.0,0.0004,0.0,-0.0766,170.1086,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,166.284996032715
SPY260924C00935000,0.0,0.0,0.01,3103.0,0.3701,0.0,0.0,0.0005,0.0,0.0023,-0.0028,0.0001,0.0051,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00935000,173.51,4.0,176.71,4.0,0.412,0.0,0.0,-0.9999,0.0,0.0003,0.0,-0.077,175.1068,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,171.26000213623
SPY260924C00940000,0.0,0.0,0.01,3104.0,0.3788,0.0,0.0,0.0004,0.0,0.0021,-0.0026,0.0001,0.0047,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00940000,178.5,4.0,181.71,4.0,0.3775,0.0,0.0,-0.9999,0.0,0.0003,0.0,-0.0774,180.105,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,176.255004882812
SPY260924C00945000,0.0,0.0,0.01,3103.0,0.3876,0.0,0.0,0.0004,0.0,0.0019,-0.0024,0.0001,0.0043,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00945000,183.5,4.0,186.72,4.0,0.4471,0.0,0.0,-0.9999,0.0,0.0002,0.0,-0.0778,185.1032,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,181.244995117188
SPY260924C00950000,0.0,0.0,0.01,3103.0,0.3963,0.0,0.0,0.0004,0.0,0.0018,-0.0022,0.0001,0.004,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.00499999988824129
SPY260924P00950000,188.39,4.0,191.7,4.0,0.0,0.0,0.0,-0.9999,0.0,0.0002,0.0,-0.0782,190.1014,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,186.244995117188
SPY260925C00500000,259.63,10.0,263.52,1.0,0.0,4.0,0.0,0.9999,0.0,0.0003,0.0,0.0411,261.6132,0.0,0.0,0.0,0.0,up,266.0,2026-09-11T14:01:17,0.0,265.419998168945
SPY260925P00500000,0.01,2318.0,0.02,256.0,0.7542,2076.0,175.0,-0.0008,0.0,0.0038,-0.0103,-0.0002,0.0228,-0.005,0.02,0.02,0.02,no_change,0.02,2026-09-14T12:04:02,-20.0,0.0249999994412065
SPY260925C00505000,254.62,1.0,258.53,1.0,0.0,0.0,0.0,0.9999,0.0,0.0004,0.0,0.0415,256.615,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,260.419998168945
SPY260925P00505000,0.02,1596.0,0.03,2126.0,0.7678,757.0,0.0,-0.0009,0.0,0.0041,-0.0107,-0.0002,0.024,0.0,0.0,0.0,0.0,no_change,0.02,2026-09-11T10:10:15,0.0,0.0249999994412065
SPY260925C00510000,249.55,1.0,253.58,1.0,0.0,0.0,0.0,0.9999,0.0,0.0004,0.0,0.0421,251.6169,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,255.419998168945
SPY260925P00510000,0.02,1738.0,0.03,1984.0,0.7505,228.0,0.0,-0.001,0.0,0.0044,-0.0112,-0.0002,0.0253,0.0,0.0,0.0,0.0,down,0.03,2026-09-10T12:15:11,0.0,0.0249999994412065
SPY260925C00515000,244.54,1.0,248.58,1.0,0.0,0.0,0.0,0.9999,0.0,0.0004,0.0,0.0425,246.6188,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,250.430000305176
SPY260925P00515000,0.02,1837.0,0.03,1843.0,0.7334,24.0,142.0,-0.001,0.0,0.0046,-0.0118,-0.0003,0.0267,-0.005,0.03,0.04,0.02,no_change,0.03,2026-09-14T11:01:29,-14.2857,0.034999999217689
SPY260925C00520000,239.78,1.0,243.58,1.0,0.9021,4.0,0.0,0.9999,0.0,0.0005,0.0,0.0429,241.6207,0.0,0.0,0.0,0.0,down,246.37,2026-08-31T12:00:30,0.0,245.430000305176
SPY260925P00520000,0.02,1940.0,0.03,1694.0,0.7165,97.0,0.0,-0.0011,0.0,0.0049,-0.0124,-0.0003,0.0283,0.0,0.0,0.0,0.0,down,0.02,2026-09-11T09:35:38,0.0,0.034999999217689
SPY260925C00525000,234.61,10.0,238.53,1.0,0.0,0.0,0.0,0.9999,0.0,0.0005,0.0,0.0434,236.6226,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,240.430000305176
SPY260925P00525000,0.02,2058.0,0.03,1440.0,0.6997,99.0,0.0,-0.0012,0.0,0.0053,-0.013,-0.0003,0.0299,0.0,0.0,0.0,0.0,no_change,0.03,2026-09-11T10:02:18,0.0,0.034999999217689
SPY260925C00530000,229.64,10.0,233.59,1.0,0.0,0.0,0.0,0.9998,0.0,0.0005,0.0,0.0438,231.6245,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,235.400001525879
SPY260925P00530000,0.03,1496.0,0.04,2543.0,0.703,18065.0,11.0,-0.0013,0.0,0.0056,-0.0137,-0.0003,0.0318,0.005,0.04,0.04,0.04,no_change,0.04,2026-09-14T10:58:40,14.2857,0.034999999217689
SPY260925C00535000,224.68,1.0,228.59,1.0,0.7495,0.0,0.0,0.9998,0.0,0.0005,0.0,0.0442,226.6264,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,230.404998779297
SPY260925P00535000,0.03,1640.0,0.04,1889.0,0.6859,43.0,92.0,-0.0014,0.0,0.006,-0.0144,-0.0004,0.0338,-0.005,0.03,0.04,0.03,down,0.03,2026-09-14T11:52:47,-14.2857,0.034999999217689
SPY260925C00540000,219.55,1.0,223.59,1.0,0.0,0.0,0.0,0.9998,0.0,0.0006,0.0,0.0446,221.6284,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,225.439994812012
SPY260925P00540000,0.03,1773.0,0.04,1710.0,0.6692,35.0,19.0,-0.0015,0.0,0.0065,-0.0152,-0.0004,0.0361,0.005,0.04,0.05,0.04,up,0.05,2026-09-14T10:25:54,11.1111,0.0449999999254942
SPY260925C00545000,214.5,1.0,218.59,1.0,0.0,0.0,0.0,0.9998,0.0,0.0007,0.0,0.045,216.6303,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,220.224998474121
SPY260925P00545000,0.03,1914.0,0.04,1433.0,0.6525,113.0,40.0,-0.0016,0.0001,0.007,-0.0161,-0.0004,0.0385,-0.005,0.03,0.04,0.03,up,0.04,2026-09-14T12:03:24,-11.1111,0.0449999999254942
SPY260925C00550000,209.56,1.0,213.59,1.0,0.0,1.0,0.0,0.9998,0.0,0.001,0.0,0.0454,211.6323,0.0,0.0,0.0,0.0,down,213.25,2026-09-09T14:29:23,0.0,215.450004577637
SPY260925P00550000,0.04,1389.0,0.05,2327.0,0.6505,232.0,12.0,-0.0017,0.0001,0.0075,-0.017,-0.0004,0.0412,0.015,0.05,0.06,0.05,up,0.06,2026-09-14T10:50:47,33.3333,0.0449999999254942
SPY260925C00555000,204.66,10.0,208.6,1.0,0.0,1.0,0.0,0.9998,0.0,0.0013,0.0,0.0462,206.6342,0.0,0.0,0.0,0.0,up,210.83,2026-09-02T14:02:39,0.0,210.450004577637
SPY260925P00555000,0.04,1635.0,0.05,1718.0,0.6338,126.0,10.0,-0.0019,0.0001,0.0081,-0.0181,-0.0005,0.0441,0.005,0.06,0.06,0.06,no_change,0.06,2026-09-14T10:34:54,9.09091,0.0549999997019768
SPY260925C00560000,199.56,1.0,203.6,1.0,0.0,0.0,0.0,0.9997,0.0,0.0014,0.0,0.0467,201.6365,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,205.580001831055
SPY260925P00560000,0.04,1801.0,0.05,1432.0,0.6171,1022.0,2.0,-0.002,0.0001,0.0087,-0.0191,-0.0005,0.0472,0.005,0.06,0.06,0.06,up,0.06,2026-09-14T10:22:17,9.09091,0.0549999997019768
SPY260925C00565000,194.8,1.0,198.6,1.0,0.7255,2.0,0.0,0.9997,0.0,0.0014,0.0,0.0471,196.6388,0.0,0.0,0.0,0.0,up,200.9,2026-09-02T14:02:40,0.0,200.459999084473
SPY260925P00565000,0.05,1305.0,0.06,2289.0,0.612,5.0,0.0,-0.0022,0.0001,0.0094,-0.0203,-0.0006,0.0507,0.0,0.0,0.0,0.0,down,0.07,2026-09-10T13:18:59,0.0,0.0549999997019768
SPY260925C00570000,189.78,1.0,193.56,2.0,0.672,1.0,2.0,0.9996,0.0,0.0015,0.0,0.0475,191.6411,-3.13,192.34,192.34,192.33,down,192.33,2026-09-14T11:44:25,-1.60135,195.459999084473
SPY260925P00570000,0.05,1630.0,0.06,1594.0,0.5954,89.0,0.0,-0.0024,0.0001,0.0102,-0.0216,-0.0006,0.0544,0.0,0.0,0.0,0.0,down,0.04,2026-09-11T10:06:49,0.0,0.0649999994784594
SPY260925C00575000,184.66,10.0,188.61,1.0,0.0,1.0,0.0,0.9996,0.0,0.0016,0.0,0.0479,186.6434,0.0,0.0,0.0,0.0,up,190.85,2026-09-02T14:02:29,0.0,190.464996337891
SPY260925P00575000,0.05,1819.0,0.06,794.0,0.5788,121.0,4.0,-0.0026,0.0001,0.011,-0.0229,-0.0007,0.0584,-0.005,0.07,0.08,0.07,down,0.07,2026-09-14T09:48:57,-6.66667,0.0749999992549419
SPY260925C00580000,179.58,1.0,183.5,1.0,0.0,2.0,0.0,0.9995,0.0,0.0017,0.0,0.0483,181.6458,0.0,0.0,0.0,0.0,up,185.89,2026-09-02T14:02:32,0.0,185.470001220703
SPY260925P00580000,0.06,1533.0,0.07,1605.0,0.5717,171.0,0.0,-0.0028,0.0001,0.0119,-0.0243,-0.0007,0.0627,0.0,0.0,0.0,0.0,no_change,0.09,2026-09-10T13:19:20,0.0,0.0749999992549419
SPY260925C00585000,174.66,10.0,178.56,1.0,0.0,2.0,0.0,0.9994,0.0,0.002,0.0,0.0487,176.6481,0.0,0.0,0.0,0.0,up,180.96,2026-09-02T14:02:41,0.0,180.455001831055
SPY260925P00585000,0.06,1737.0,0.07,1170.0,0.5551,49.0,20.0,-0.0031,0.0001,0.0129,-0.0258,-0.0008,0.0674,-0.005,0.08,0.08,0.08,up,0.08,2026-09-14T10:00:50,-5.88235,0.0850000008940697
SPY260925C00590000,169.68,10.0,173.61,1.0,0.497,2.0,0.0,0.9994,0.0,0.0028,0.0,0.0492,171.6506,0.0,0.0,0.0,0.0,up,175.9,2026-09-02T14:02:30,0.0,175.480003356934
SPY260925P00590000,0.07,1500.0,0.08,1554.0,0.5465,326.0,15.0,-0.0034,0.0001,0.014,-0.0274,-0.0009,0.0725,0.005,0.09,0.09,0.09,no_change,0.09,2026-09-14T10:01:35,5.88235,0.0850000008940697
SPY260925C00595000,164.8,1.0,168.57,1.0,0.5893,3.0,2.0,0.9993,0.0,0.0035,0.0,0.0507,166.6531,-5.46,165.07,165.07,165.02,down,165.02,2026-09-14T09:58:25,-3.20272,170.480003356934
SPY260925P00595000,0.08,1213.0,0.09,2662.0,0.5368,20.0,27.0,-0.0037,0.0002,0.0151,-0.0291,-0.001,0.078,0.005,0.1,0.1,0.09,no_change,0.1,2026-09-14T10:24:32,5.26315,0.0950000025331974
SPY260925C00600000,159.82,1.0,163.58,1.0,0.5851,263.0,4.0,0.9992,0.0001,0.0037,0.0,0.0511,161.6562,-3.11,160.08,162.38,160.02,no_change,162.38,2026-09-14T11:44:34,-1.87927,165.48999786377
SPY260925P00600000,0.08,1525.0,0.09,1589.0,0.5202,595.0,11.0,-0.004,0.0002,0.0163,-0.0309,-0.001,0.0839,0.005,0.1,0.11,0.1,up,0.11,2026-09-14T10:37:00,4.7619,0.105000000447035
SPY260925C00605000,154.69,10.0,158.62,1.0,0.4919,2.0,2.0,0.999,0.0001,0.0039,0.0,0.0515,156.6593,-5.255,155.08,155.08,155.02,down,155.02,2026-09-14T09:58:24,-3.27874,160.275001525879
SPY260925P00605000,0.09,1248.0,0.1,2302.0,0.5097,87.0,10.0,-0.0044,0.0002,0.0177,-0.0328,-0.0011,0.0902,-0.015,0.12,0.12,0.09,up,0.1,2026-09-14T11:59:14,-13.0435,0.114999998360872
SPY260925C00610000,149.89,1.0,153.58,1.0,0.5685,2.0,6.0,0.9989,0.0001,0.0042,0.0,0.0519,151.6625,-3.12,150.09,152.38,150.02,no_change,152.38,2026-09-14T11:44:36,-2.00643,155.5
SPY260925P00610000,0.09,1593.0,0.1,1124.0,0.4931,342.0,0.0,-0.0048,0.0002,0.0192,-0.0347,-0.0012,0.097,0.0,0.0,0.0,0.0,no_change,0.11,2026-09-11T15:33:40,0.0,0.114999998360872
SPY260925C00615000,144.74,1.0,148.63,1.0,0.511,5.0,6.0,0.9987,0.0001,0.0044,0.0,0.0523,146.6658,-3.14,145.11,147.38,143.98,down,147.36,2026-09-14T11:44:23,-2.08638,150.5
SPY260925P00615000,0.1,1449.0,0.11,1347.0,0.4819,808.0,21.0,-0.0053,0.0002,0.0209,-0.0368,-0.0014,0.1043,-0.025,0.12,0.14,0.1,down,0.1,2026-09-14T11:53:47,-20.0,0.12499999627471
SPY260925C00620000,139.76,4.0,143.62,1.0,0.4973,22.0,6.0,0.9986,0.0001,0.005,0.0,0.0527,141.6692,-3.095,140.11,142.39,138.98,no_change,142.39,2026-09-14T11:44:23,-2.12737,145.485000610352
SPY260925P00620000,0.11,1289.0,0.12,1460.0,0.4702,808.0,3.0,-0.0058,0.0003,0.0226,-0.039,-0.0015,0.1122,0.005,0.12,0.14,0.12,no_change,0.14,2026-09-14T10:47:24,3.70371,0.134999997913837
SPY260925C00625000,134.72,10.0,138.64,1.0,0.4671,4.0,4.0,0.9984,0.0001,0.0066,0.0,0.0531,136.6726,-6.51,135.12,135.12,133.98,down,133.98,2026-09-14T10:25:35,-4.63378,140.48999786377
